seg_id	poem_id	text	sub_title	title	poetry_book	poet	annotator_01	annotator_02	annotator_03	annotator_04	annotator_05
521	413	거친 파도와 바람이, 우리들의 가슴속에 묻어 놓은 것은, 자신과 굳은 신념 하나뿐이었다.  그러나 오늘밤 얼굴의 깊은 주림과 꺼진 눈자위가 밤하늘보다 오히려 어두워, 타고 있는 조그만 배가 장차 닿을 항구의 이름조차 알 수가 없다.  살림의 물결, 가난의 바람은, 현해 바다보다도 거세게 매웠던가?  마음과 얼굴에 함부로 파진, 깊고 어둔 골창들은 험한 생애의 풍우(風雨)가 물어뜯은 지울 수 없는 상처들.  그곳에서 흐른 아프고 붉은 이야기가, 고향의 온갖 들과 내 위에 노래가 되어 흐르고 있다.  푸른 잎, 붉은 꽃과, 누른 열매, 가없는 하늘 밑에 드러누운 대륙의 헤아리기 어려운 삼림을 기르랴 너무나 비싼 생명들은 노가,  아아! 벌써 한개 숙명인 얼굴에, 그 메마른 피부 위에 어둔 해협의 밤바람이 부딪친다.		다시 인젠 천공에 성좌가 있을 필요가 없다	현해탄	임화	안심/신뢰, 불안/걱정, 서러움, 불쌍함/연민, 비장함, 깨달음, 슬픔, 안타까움/실망, 흐뭇함(귀여움/예쁨), 신기함/관심	비장함, 힘듦/지침, 불쌍함/연민, 서러움, 슬픔, 아껴주는	불안/걱정, 비장함, 슬픔, 안타까움/실망, 절망	경악, 당황/난처, 부담/안_내킴, 불평/불만, 절망, 비장함	존경, 깨달음, 힘듦/지침, 불쌍함/연민, 불안/걱정, 안타까움/실망, 슬픔, 서러움
522	413	앞에도 뒤에도 얼굴 아낙네, 아이, 어른, 한줌의 얼굴들  ―눈들은 제각각 알지 못할 운명에 촛불처럼 떨고 있다.  대체 이런 똑같은 얼굴들아, 아아! 그대들은 다 형제인가…… 통 통 통 통 국법을 어기는 명백한 음향이 현해 어둔 바다 하늘 위에 떨린다.  ―아아 북구주 해안엔 대체 무엇이 기다린단 말인가!  쳇 쓸데없는 별들이다.  인젠 곱다란 연락선 갑판 위 성장(盛裝)한 손들 머리 위나 빛나거라.  ―너희는 그들의 사랑과 축복의 꽃다발이리라.  몇번 너희들은 이러한 밤, 정말 몇 번 눈 밝은 경비선을 안내했는가?  듣거라, 하늘아! 다시 인젠 바다 위에 성좌가 있을 필요는 없다.		다시 인젠 천공에 성좌가 있을 필요가 없다	현해탄	임화	불쌍함/연민, 아껴주는, 안타까움/실망, 비장함, 신기함/관심, 의심/불신, 지긋지긋	불쌍함/연민, 불안/걱정, 의심/불신, 환영/호의, 아껴주는, 안타까움/실망, 우쭐댐/무시함, 비장함	깨달음, 불안/걱정, 슬픔, 안타까움/실망, 절망	경악, 화남/분노, 의심/불신, 증오/혐오, 불평/불만	신기함/관심, 짜증, 기대감, 슬픔, 깨달음, 비장함, 감동/감탄
523	414	몇 시…… 두 시.  삐걱! 뱃전이 울었다.  물결이 높지요! 달이 밝습니다.  바다가 설레를 쳤다.  얼마나 왔을까요? 반 넘어 왔습니다.  아직 조선반도는 안 보였다.  아버님이…… 아니요, 조선이, 세상이,  달이 구름 속에 숨었다.  무서워요, 바다가?……  청년은 여자를 끌어안았다.  아아! 당신을…… 나도 당신을…… 둘이 함께 “인생도 없습니다.”  물결이 질겁을 해 물러섰다.  그 다음 여자가 어찌했는지, 청년이 어찌했는지,  본 이가 없으니, 울 이도 웃을 이도 없고, 나란히 놓인 남녀의 구두가 한 쌍,  갑판 위엔 유명한 춘화(春畫)가 한 폭 남았다.  ―일봉이 좋기사 좋습디더 ―아모덴 와? 없어 병이구마  삼등선실 밑엔 남도 사투리가 한창 곤하다.  어느 해 여름 현해탄 위, 새벽도 멀고, 마스트 위엔 등불이 자꾸만 껌벅였다.		월하의 대화	현해탄	임화	감동/감탄, 기대감, 슬픔, 서러움, 안타까움/실망, 흐뭇함(귀여움/예쁨), 아껴주는, 불쌍함/연민	불쌍함/연민, 슬픔, 신기함/관심, 안타까움/실망, 절망, 아껴주는, 공포/무서움, 경악	놀람, 당황/난처, 불안/걱정, 슬픔, 안타까움/실망, 의심/불신	경악, 당황/난처, 부담/안_내킴, 불안/걱정, 공포/무서움, 의심/불신	기대감, 불안/걱정, 안타까움/실망, 감동/감탄, 신기함/관심, 슬픔, 서러움
524	415	흰 구름은 하늘에 비끼고, 나는 풀밭에 누워 휘파람을 불고, 공상이란 미상불 고삐를 끊어 던진 흰 말이다.  만일 구름보다 자유로운 것이 있다면, 대체 그것은 무엇일가?  그놈의 흰 갈기를 부여잡고, 힘을 모아 배때기를 걷어차면, 우박송이처럼 당황하여, 나의 곁을 지내가는 별들을 볼 것이다.  참으로 그 뭉글뭉글한 잔등을 어루만지며, 나는 구름 위에 유유히 앉은 내 모양을 칭찬한다.  생각할수록 별들이란 겁이 많고 지나치게 영리한 게으름뱅이다. 저렇게 많은 족속들이 한낱 태양 아래 박쥐처럼 비겁할 수가 있는가?  그러나 태양이란 것도 한껏 교만할 따름이지 실상은 앞산 그림자가 한 발을 더듬기 시작만 하면, 벌써 산정에 꼬리를 감추는 교활한 노총각이다.		구름은 나의 종복이다	현해탄	임화	존경, 감동/감탄, 편안/쾌적, 불쌍함/연민, 불평/불만, 깨달음, 안타까움/실망, 서러움	뿌듯함, 불쌍함/연민, 한심함, 행복, 편안/쾌적, 불평/불만	깨달음, 신기함/관심, 어이없음, 우쭐댐/무시함, 증오/혐오	한심함, 증오/혐오, 화남/분노, 경악, 안타까움/실망, 의심/불신	깨달음, 한심함, 패배/자기혐오, 경악, 공포/무서움, 당황/난처, 안타까움/실망
525	415	그렇다고 나는 하늘을 휩쓰는 장한 바람이 되어보고 싶지도 않다. 조그만 숲 하나를 헤어나가려 몸부림을 치고 아우성을 지르고, 법석을 하는 꼴이란 너무나 치졸하다. 한껏 죽지를 벌려 고개를 들고, 높은 산마루에서 화살처럼 하늘을 날아보려던 일찍이 꿈꾸었던 코스는, 지금 생각하니 일부러 고운 하늘을 눈알을 휩뜨고 날기도 애석하고, 피곤하여 바위 아래 허덕이며, 숨을 들이는 비장한 순간이란 나의 적들이 볼까 두렵고,  아아, 역시 희고 가벼운 구름아! 네가 오로지 한 평생 가도 넓은 하늘이 좁은 줄을 모른다.  산맥처럼 장한 체수건만, 어느 모서리에 부딪쳐야, 깨어지는 수도 없고, 아프지도 않고, 솜처럼 자꾸만 피어 나가다가,  칵 답답하여 짜증이 날 때도 없고, 아아! 나는 너의 그 무한한 탄력성을 사랑한다.		구름은 나의 종복이다	현해탄	임화	불평/불만, 불쌍함/연민, 불안/걱정, 감동/감탄, 고마움, 깨달음, 아껴주는, 존경, 비장함, 환영/호의	한심함, 불안/걱정, 감동/감탄, 환영/호의, 신기함/관심, 아껴주는	기대감, 깨달음, 신기함/관심, 편안/쾌적, 존경	감동/감탄, 아껴주는, 안심/신뢰, 슬픔, 안타까움/실망	존경, 감동/감탄, 아껴주는, 깨달음, 비장함, 한심함, 절망
526	415	영맹한 저기압과 원지(遠地)의 바람이, 우리들의 지상을 향하여, 엄청난 습격을 시험할 때, 너는 잽싸게 검은 연막으로 무장을 고쳐, 시급한 방어 임무에 당하더라.  자재(自在)한 둔갑술이여!  이윽고 ×두가 한창 격연(激然)할 때, 한 줄기 소나기가 되어, 마른 남새밭을 발을 구르며 지내면, 나는 초목들과 더불어 손뼉을 친다.  생생한 목숨이여!  새들이다. 어린 참새들이다. 제비들이다. 마을 추녀 끝에 물초가 쥘 때쯤, 너는 어른처럼 옷깃을 걷어 들고 햇볕이 쨍쨍한 하늘 가로 붉은 놀이 되어 스러진다.		구름은 나의 종복이다	현해탄	임화	불쌍함/연민, 흐뭇함(귀여움/예쁨), 비장함, 기대감, 아껴주는, 뿌듯함, 환영/호의	놀람, 감동/감탄, 고마움, 아껴주는, 안심/신뢰, 흐뭇함(귀여움/예쁨), 환영/호의	감동/감탄, 기대감, 깨달음, 신기함/관심, 아껴주는, 존경	놀람, 당황/난처, 부담/안_내킴, 증오/혐오, 화남/분노	존경, 아껴주는, 비장함, 안타까움/실망, 서러움, 슬픔
527	415	선(善)한 결단력이여! 구름아! 어느게 너의 자유이고 의지이냐? 너는 부자유도 자유이냐? 그렇지 않으면, 너는 불가능이란 것을 모르느냐? ‘나폴레옹’이다!  지금 네가 떠있는 곳은 바다이냐, 섬이냐? 하늘이다!  너는 오늘 가벼이 하늘을 거닐고, 사자가 되어 이리를 쫓다가, 바위가 되어 물결을 차다가 강아지가 되어 공을 굴리다가, 어린애가 되어 달음질을 하다가, 너는 유희를 즐기는구나!  자 듣거라, 구름아! 오늘 나는 너의 주인이다. 휘파람 부는 내 가슴은 줌을 못 넘고, 머리는 땅 위에 한길을 못 오를 망정, 한대도 나의 생각은 네 위 너른 하늘을 내려본 일이 없느니라.  종순(從順)한 나의 흰 말아! 고삐를 내게 던져라.		구름은 나의 종복이다	현해탄	임화	감동/감탄, 깨달음, 편안/쾌적, 신기함/관심, 뿌듯함, 비장함, 기대감, 안심/신뢰, 흐뭇함(귀여움/예쁨)	행복, 즐거움/신남, 감동/감탄, 기쁨, 아껴주는, 신기함/관심, 기대감, 우쭐댐/무시함, 비장함, 뿌듯함, 흐뭇함(귀여움/예쁨), 환영/호의	기대감, 깨달음, 신기함/관심, 비장함	비장함, 화남/분노, 안타까움/실망, 불평/불만	존경, 기대감, 비장함, 깨달음, 감동/감탄, 증오/혐오, 화남/분노
528	416	젊은 아내의 부드런 손길이 쥐어 짠 신선한 냇물이 향그런가?  하늘이 높은 가을, 송아지 떼가 참새를 쫓는 마을 언덕은 얼마나 아름다운 그림이냐만, 고혹적인 흙내가 나의 등골에 전류처럼 퍼붓고 지나간 것은, 어째서 고향의 불행한 노래뿐이냐?  언제부터 살찐 흙 속에 자라난 나뭇가지엔 쓴 열매밖에, 붉은 꽃 한 송이 안 피었는가! 가끔 촌 사람들이 목을 매고 늘어진 이튿날 아침, 숲속을 울리던 통곡 소리들 나는 잊지 않고 있다.  행복이란 꾀꼬리 울음이냐? 푸른 숲에서나, 누른 들에서나, 한번 손에 잡히지 않았고, 아…… 태양 아래 자유가 있다 하나, 땅 위엔 행복이 있지 않았다.  새 옷을 갈아입으며, 들창 너머로 불현듯 자유에의 갈망을 느끼려는 나의 마음아! 너는 한낱 철없는 어린애가 아니냐?		새 옷을 갈아 입으며	현해탄	임화	아껴주는, 감동/감탄, 불쌍함/연민, 슬픔, 불안/걱정, 안타까움/실망, 기대감, 비장함, 깨달음	고마움, 서러움, 슬픔, 비장함, 감동/감탄, 화남/분노, 불쌍함/연민, 안타까움/실망, 아껴주는, 부끄러움	당황/난처, 불안/걱정, 불평/불만, 비장함, 슬픔, 안타까움/실망, 절망	경악, 공포/무서움, 당황/난처, 절망, 화남/분노	한심함, 깨달음, 불평/불만, 안타까움/실망, 패배/자기혐오, 절망
529	417	두 손을 포켓에 찌른 채, 너는 누런 레인코트를 입고, 하늘을 치어다보는 양 어깨 위엔, 어느새 밤이슬이 뽀야니 무겁다.  돌아갈 집도 멀고, 걸을 길도 아득한, 나의 젊은 마음아. 외딴 교외의 플랫폼 위 너의 따르는 꿈은 무엇이냐?  첫사랑에 놀란 조그만 가슴이, 인젠 엄청난 생각을 지녔구나.  기다리던 사람은 누구냐? 아직도 그가 올 시간은 멀었느냐? 시계를 들여다보고, 이따금 별들을 헤어보고, 너는 달이 밝고, 하늘이 푸르고, 깨어지는 물방울이 진주보다도 아름다운 고향의 바닷가를, 어린애처럼 거니느냐?		행복은 어디 있었느냐?	현해탄	임화	서러움, 힘듦/지침, 불안/걱정, 안타까움/실망, 깨달음, 기대감, 뿌듯함, 흐뭇함(귀여움/예쁨)	힘듦/지침, 서러움, 아껴주는, 불안/걱정, 불쌍함/연민, 흐뭇함(귀여움/예쁨)	기대감, 슬픔, 안타까움/실망, 행복	당황/난처, 불평/불만, 불안/걱정, 절망, 힘듦/지침	불평/불만, 의심/불신, 짜증, 증오/혐오
530	417	밤은 깊고, 그는 드디어 오지 않았구나. 구름이 쫓기듯 밀려가, 별빛마저 흐린 동경만 위 어둔 하늘 아래 아아, 너는 아무데고 하룻밤 안식의 잠자리를 구해야겠다.  너의 다섯 자 작은 몸을 누일, 따뜻한 지붕 밑은 어디메냐? 자욱한 집들이나, 밝은 길을 가는 뭇 행인은, 너무나 눈 설고, 싸늘한 남들이라, 한낱 두려운 눈알이, 불똥처럼 발개서, 방황하는 너의 뒤를 쏠듯이 따를 뿐이다.  아아, 만일 기다리던 그는 영영 오지 않고, 돌아갈 집은 자리 밑까지 흐트러져, 모진 운명이 머리 위를 쓸어 덮는다면  나의 마음아! 한 가지 장미처럼 곱기만 했던, 너는 인제 집 잃은 어린 아이로구나!  가이여운 마음아!		행복은 어디 있었느냐?	현해탄	임화	안타까움/실망, 불안/걱정, 힘듦/지침, 아껴주는, 불쌍함/연민, 부담/안_내킴	불쌍함/연민, 아껴주는, 안타까움/실망, 불안/걱정, 힘듦/지침, 서러움	당황/난처, 불쌍함/연민, 불안/걱정, 슬픔, 안타까움/실망, 절망, 힘듦/지침	부담/안_내킴, 불안/걱정, 불평/불만, 슬픔, 당황/난처, 비장함, 깨달음	슬픔, 안타까움/실망, 힘듦/지침, 불쌍함/연민, 깨달음, 불안/걱정, 아껴주는, 감동/감탄
531	417	소금기를 머금은 외방 바람이, 스미는 듯 엷은 살결에 차다. 서글픈 밤, 머리에 떠올랐다 스러지고, 스러졌다간 떠오르는, 그리운 사람들 눈동자 속에, 너는 무엇을 보았느냐?  가도 없는 표박(漂泊)의 길이 모두 다 따뜻한 요람이었고, 가는 곳마다 그들은 고향을 발견하지 않았느냐? 어느 날 고향의 요람으로 돌아갈 기약도 막막한 영원한 길손의 마음이, 어리우듯 터를 잡지 않았든가,  그 속은 언 호수보다 서글펐으나, 바다 속처럼 깊더라.  참말 그들도, 나도, 도토리 알 같은 어린 때의 기억만이, 고향 산비탈, 들판에 줍는 이도 없이 흩어져, 어쩐지 우리는 비바람 속에 외로운 한 줄기 어린 나무들 같다만, 누를 수 없는 행복과 즐거움이 위도 아니고 옆도 아니고, 오로지 곤란한 앞을 향하여 뻗어나가는, 아아, 한 가지 정성에 있더구나!		행복은 어디 있었느냐?	현해탄	임화	서러움, 슬픔, 아껴주는, 깨달음, 기대감, 비장함	서러움, 슬픔, 깨달음, 비장함, 불쌍함/연민, 아껴주는	깨달음, 불안/걱정, 슬픔, 안타까움/실망, 편안/쾌적	비장함, 깨달음, 부담/안_내킴, 불안/걱정, 불평/불만, 슬픔, 서러움, 안타까움/실망	깨달음, 존경, 불평/불만, 감동/감탄, 기대감
532	418	장하게 날뛰는 것을 위하여, 찬가를 부르자.  바다여 너의 조용한 달밤을랑, 무덤 길에 선 노인들의 추억 속으로, 고스란히 선사하고, 푸른 비석 위에 어루만지듯, 미풍을 즐기게 하자.  파도여! 유쾌하지 않은가! 하늘은 금시로, 돌멩이를 굴린 살얼음판처럼 빠개질 듯하고, 장대 같은 빗줄기가 야…… 두 발을 구르며, 동동걸음을 치고, 나는 번개 불에 놀라 날치는 고기 뱃바닥의 비늘을 세고  바다야! x (너의) x (가슴에는) x (사상이 들었느냐)  시인의 입에 마이크 대신 재갈이 물려질 때, 노래하는 열정이 침묵 가운데 최후를 의탁할 때,  바다야! 너는 몸부림치는 육체의 곡조를 반주해라.		바다의 찬가	현해탄	임화	비장함, 아껴주는, 기대감, 신기함/관심, 환영/호의, 감동/감탄	아껴주는, 비장함, 감동/감탄, 화남/분노, 절망, 기대감, 환영/호의	감동/감탄, 기대감, 깨달음, 비장함, 안타까움/실망, 존경	감동/감탄, 기대감, 비장함, 환영/호의, 즐거움/신남	감동/감탄, 비장함, 기대감, 화남/분노, 존경, 불평/불만
533	419	전차도 커지고, 자동차도 새로워지고, 삼층 사층 양실들이 곱다란 이 넓은 길이 어디로 통하는가?   정신을 차려라……    클랙슨이 먼지를 풍기며 노호(怒呼)한다. 인제 부산도 옛 포구가 아니다. 트럭이 지냈는가 하면, 자동차들이 벌떼처럼 달려든다.   스톱! 하늘엔 여객기의 통과다.   정녕 나는 연락선에서 들고 내린, 묵은 가방을 털어보아야 할까보다. 몇 해 전 가지고 건너갔던 때 묻은 선입견이 남은 모양이다.   부두의 딸가닥 소리가 사람들을 놀랜 것은 벌써 옛 목가(牧歌)로구나.   내가 입고 자란 옷, 주절대고 큰 말소린 하나도 찾을 길이 없다. 나는 고향에 돌아온 것 같지도 않고, 아, 고향아! 너는 그 동안 자랐느냐? 늙었느냐?   외방 말과 새로운 맵시는 어느 때 익혔느냐?		상륙		임화	신기함/관심, 놀람, 경악, 당황/난처, 공포/무서움, 안타까움/실망, 슬픔, 서러움, 아껴주는, 짜증	한심함, 경악, 놀람, 부끄러움, 감동/감탄, 서러움, 안타까움/실망, 슬픔, 공포/무서움	깨달음, 불안/걱정, 슬픔, 안타까움/실망	경악, 당황/난처, 부담/안_내킴, 불안/걱정, 불평/불만, 비장함, 슬픔, 패배/자기혐오, 절망, 의심/불신	한심함, 당황/난처, 부끄러움, 불평/불만, 서러움, 슬픔, 안타까움/실망, 의심/불신
534	419	벌렸다 다물고, 다물었다 벌리는, 강철 개폐교(開閉橋) 이빨 새에 낡은 포구의 이야기와 꿈은, 이미 깨어진 지 오래리라만, 그렇다고 나는 저 산 위 올망졸망한, 오막들의 고달픈 신음 속에, 구태여 옛 노래를 듣자 원하진 않는다.  나의 귀는 신음과 슬픈 노래에 너무나 찌들었다.  비록 오는 날, 나의 조상들의 외로운 혼령이 잠시 머무를 한낱 돌이나 나무가 없고, 늘비한 굴뚝이 토하는 연기와 그을음에, 흰 모래밭과 맑은 하늘이 기름걸레처럼 더러워진다 해도,  아아, 나는 새 시대의 맥박이 높이 뛰는 이 하늘 아래 살고 싶다.   연기들은 바람에 날리면서도, 끝내 위로 높이만 오르는 저 하늘 한복판에, 나는 오는 날의 큰 별을 바라본다.		상륙		임화	불쌍함/연민, 기대감, 환영/호의, 비장함, 신기함/관심, 깨달음	공포/무서움, 절망, 비장함, 슬픔, 안타까움/실망, 화남/분노, 기대감, 깨달음, 환영/호의	기대감, 깨달음, 불안/걱정, 안타까움/실망, 존경	슬픔, 절망, 화남/분노, 비장함, 부담/안_내킴, 패배/자기혐오, 서러움, 경악, 공포/무서움	비장함, 기대감, 안타까움/실망, 절망, 슬픔, 부담/안_내킴
535	419	행인들아! 그대들은 이 포구의 흰 모래가 시커멓게 변한 위대한 내력을 아는가? 나는 제군들 모두의 손을 잡고, 아, 친애의 정을 베풀고 싶다.   일찍이 저 시커먼 큰 건물들은, 제군들의 운명을 고쳤으나, 이내 제군들이 아름다운 항만의 운명을 개척할 새 심장이, 또한 저 자욱한 건물들 속에서 만들어짐은 즐거웁지 않으냐.   나의 고향은 이제야, 대륙의 명예를 이을 미더운 아들을 낳았구나.   바다에는 기폭으로 아로새긴 만국지도, 거리엔 새 시대의 왕자 금속들의 비비대는 소리. 목도(牧島) 앞뒤엔 여명이 활개를 치고 일어나는 고동 소리, 이따금 현해 바다가 멀리서 사자처럼 고함치며 달려오고……   바야흐로 신세기의 화려한 축제다.   누가 이 새 고향의 찬미가를 부를 것이냐? 교향악의 새 곡조를 익힌 악기는 어느 곳에 준비되었는가? 대양, 대양, 대양, 실로 대양의 파도만이 새 시대가 걸어가는 장엄한 발자취에 행진곡을 맞추리라.		상륙		임화	비장함, 존경, 아껴주는, 기대감, 깨달음, 뿌듯함, 신기함/관심, 환영/호의, 즐거움/신남, 기쁨	기대감, 비장함, 아껴주는, 즐거움/신남, 기쁨, 깨달음, 놀람, 신기함/관심, 환영/호의	감동/감탄, 기대감, 깨달음, 뿌듯함, 행복	비장함, 뿌듯함, 흐뭇함(귀여움/예쁨), 기쁨, 행복	감동/감탄, 기쁨, 기대감, 뿌듯함, 짜증, 한심함
536	420	사랑하는 우리 오빠 어저께 그만 그렇게 위하시던 오빠의 거북무늬 질화로가 깨어졌어요   언제나 오빠가 우리들의 「피오닐」 조그만 기수라 부르는 영남(永男)이가   지구에 해가 비친 하루의 모―든 시간을 담배의 독기 속에다   어린 몸을 잠그고 사온 그 거북무늬 화로가 깨어졌어요    그리하여 지금은 화(火)젓가락만이 불쌍한 영남(永男)이하구 저하구처럼  똑 우리 사랑하는 오빠를 잃은 남매와 같이 외롭게 벽에 가 나란히 걸렸어요   오빠……   저는요 저는요 잘 알았어요   왜─그날 오빠가 우리 두 동생을 떠나 그리로 들어가신 그날 밤에   연거푸 말은 궐련(卷煙)을 세 개씩이나 피우시고 계셨는지  저는요 잘 알았어요 오빠   언제나 철없는 제가 오빠가 공장에서 돌아와서 고단한 저녁을 잡수실 때 오빠 몸에서 신문지 냄새가 난다고 하면   오빠는 파란 얼굴에 피곤한 웃음을 웃으시며		우리 오빠와 화로		임화	안타까움/실망, 아껴주는, 서러움, 슬픔, 불안/걱정, 깨달음, 불쌍함/연민, 환영/호의	불쌍함/연민, 아껴주는, 서러움, 슬픔, 깨달음	놀람, 당황/난처, 불안/걱정, 서러움, 슬픔, 안타까움/실망, 깨달음	당황/난처, 불안/걱정, 불평/불만, 비장함, 아껴주는, 힘듦/지침	서러움, 죄책감, 슬픔, 존경, 감동/감탄, 고마움, 깨달음
537	420	……네 몸에선 누에 똥내가 나지 않니 ─ 하시던 세상에 위대하고 용감한 우리 오빠가 왜 그날만   말 한마디 없이 담배 연기로 방 속을 메워버리시는 우리 우리 용감한 오빠의 마음을 저는 잘 알았어요  천정을 향하여 기어올라가던 외줄기 담배 연기 속에서 ─ 오빠의 강철 가슴 속에 백힌 위대한 결정과 성스러운 각오를 저는 분명히 보았어요   그리하여 제가 영남(永男)이의 버선 하나도 채 못 기웠을 동안에   문지방을 때리는 쇳소리 마루를 밟는 거칠은 구둣소리와 함께 ─ 가버리지 않으셨어요   그러면서도 사랑하는 우리 위대한 오빠는 불쌍한 저의 남매의 근심을 담배연기에 싸두고 가지 않으셨어요   오빠 ─ 그래서 저도 영남(永男)이도   오빠와 또 가장 위대한 용감한 오빠 친구들의 이야기가 세상을 뒤집을 때   저는 제사기(製糸機)를 떠나서 백 장에 일전짜리 봉통(封筒)에 손톱을 부러뜨리고   영남(永男)이도 담배 냄새 구렁을 내쫓겨 봉통(封筒) 꽁무니를 뭅니다		우리 오빠와 화로		임화	아껴주는, 존경, 깨달음, 불쌍함/연민, 슬픔, 서러움, 불안/걱정, 안타까움/실망	아껴주는, 존경, 기대감, 감동/감탄, 불안/걱정	감동/감탄, 깨달음, 불쌍함/연민, 불안/걱정, 비장함, 슬픔, 안타까움/실망, 존경	비장함, 슬픔, 화남/분노, 절망	안타까움/실망, 존경, 아껴주는, 비장함, 불안/걱정, 슬픔, 서러움
538	420	지금 ─ 만국지도 같은 누더기 밑에서 코를 고을고 있습니다   오빠 ─ 그러나 염려는 마세요   저는 용감한 이 나라 청년인 우리 오빠와 핏줄을 같이 한 계집애이고   영남(永男)이도 오빠도 늘 칭찬하던 쇠 같은 거북무늬 화로를 사온 오빠의 동생이 아니예요   그러고 참 오빠 아까 그 젊은 나머지 오빠의 친구들이 왔다갔습니다   눈물나는 우리 오빠 동무의 소식을 전해주고 갔어요   사랑스런 용감한 청년들이었습니다  세상에 가장 위대한 청년들이었습니다    화로는 깨어져도 화(火)젓갈은 깃대처럼 남지 않았어요   우리 오빠는 가셨어도 귀여운 「피오닐」 영남(永男)이가 있고   그리고 모―든 어린 「피오닐」의 따듯한 누이 품 제 가슴이 아직도 더웁습니다		우리 오빠와 화로		임화	아껴주는, 안심/신뢰, 비장함, 고마움, 슬픔, 존경, 환영/호의, 감동/감탄, 깨달음	비장함, 뿌듯함, 서러움, 슬픔, 고마움, 존경, 아껴주는, 환영/호의, 깨달음	기대감, 깨달음, 아껴주는, 안타까움/실망, 존경	비장함, 뿌듯함, 존경, 슬픔	아껴주는, 비장함, 뿌듯함, 존경, 행복, 기쁨, 기대감
539	420	그리고 오빠……   저뿐이 사랑하는 오빠를 잃고 영남(永男)이뿐이 굳세인 형님을 보낸 것이겠습니까   슳지도 않고 외롭지도 않습니다   세상에 고마운 청년 오빠의 무수한 위대한 친구가 있고 오빠와 형님을 잃은 수없는 계집아이와 동생   저희들의 귀한 동무가 있습니다    그리하여 이 다음 일은 지금 섭섭한 분한 사건을 안고 있는 우리 동무 손에서 싸워질 것입니다    오빠 오늘 밤을 새워 이만 장을 붙이면 사흘 뒤엔 새 솜옷이 오빠의 떨리는 몸에 입혀질 것입니다   이렇게 세상의 누이동생과 아우는 건강히 오늘 날마다를 싸움에서 보냅니다    영남(永男)이는 여태 잡니다 밤이 늦었어요    ─ 누이동생		우리 오빠와 화로		임화	아껴주는, 서러움, 비장함, 깨달음, 안심/신뢰, 고마움, 기대감, 뿌듯함, 환영/호의	서러움, 슬픔, 비장함, 깨달음, 기대감, 아껴주는, 안심/신뢰, 고마움	기대감, 불안/걱정, 아껴주는, 안타까움/실망	비장함, 화남/분노, 서러움, 슬픔, 아껴주는	아껴주는, 서러움, 슬픔, 비장함, 불안/걱정, 존경, 감동/감탄, 고마움, 기대감, 기쁨
540	421	─ 벗이여 나는 이즈음 자꾸만 하나의 운명이란 것을 생각코 있다.   자고 새면 이변을 꿈꾸면서 나는 어느 날이나 무사하기를 바랐다   행복되려는 마음이 나를 여러 차례 주검에서 구해준 은혜를 잊지 않지만 행복도 즐거움도 무사한 그날그날 가운데 찾아지지 아니할 때 나의 생활은 꽃 진 장미넝쿨이었다   푸른 잎을 즐기기엔 나의 나이가 너무 어리고 마른 가지를 사랑키엔 더구나 마음이 애띠어   그만 인젠 살려고 무사하려던 생각이 믿기 어려워 한이 되어 몸과 마음이 상할 자리를 비워주는 운명이 애인처럼 그립다.		자고 새면		임화	비장함, 깨달음, 아껴주는, 안심/신뢰, 고마움, 불안/걱정, 서러움, 기대감	비장함, 서러움, 슬픔, 불안/걱정, 고마움, 힘듦/지침, 패배/자기혐오, 절망, 의심/불신, 아껴주는	불안/걱정, 불평/불만, 슬픔, 안타까움/실망, 절망, 패배/자기혐오	기대감, 비장함, 슬픔, 서러움, 패배/자기혐오, 힘듦/지침	깨달음, 패배/자기혐오, 서러움, 슬픔, 안타까움/실망
541	422	띠끌 세상을 떠나면 모든 것을 잊는다 하기에 산을 깎아 집을 짓고 들을 뚫어 새암을 팠다. 구름은 손인 양하야 스스로 왔다 스스로 가고 달은 파수꾼도 아니언만 밤을 새워 문을 지킨다. 새소리를 노래라 하고 솔 ── 바람을 거문고라 하는 것은 옛사람의 두고 쓰는 말이다. 님 기루어 잠 못 이루는 오고 가지 않는 근심은 오직 작은 벼개가 알 뿐이다. 오오, 공산(空山)의 적막(寂寞)이여. 어대서 한가한 근심을 가져오는가. 차라리 사견성(社鵑聲)도 없이, 고요히 근심을 가져오는 오오, 공산(空山)의 적막(寂寞)이여.		산거		한용운	깨달음, 불안/걱정, 기대감, 불쌍함/연민, 아껴주는, 편안/쾌적, 고마움, 슬픔	깨달음, 서러움, 슬픔, 안타까움/실망, 편안/쾌적, 불안/걱정	깨달음, 불안/걱정, 슬픔, 안타까움/실망, 힘듦/지침	감동/감탄, 깨달음, 비장함	아껴주는, 기대감, 안타까움/실망, 힘듦/지침, 절망, 불평/불만, 당황/난처
