line_id	poem_id	text	sub_title	title	poet	annotator_01	annotator_02	annotator_03	annotator_04	annotator_05
6226	418	장대 같은 빗줄기가		바다의 찬가	임화	공포/무서움, 경악, 놀람, 당황/난처, 신기함/관심, 감동/감탄	힘듦/지침, 불안/걱정, 지긋지긋, 부담/안_내킴	신기함/관심, 놀람	경악, 공포/무서움, 놀람, 당황/난처, 부담/안_내킴, 힘듦/지침, 불안/걱정	놀람, 공포/무서움
6227	418	야……		바다의 찬가	임화	신기함/관심, 당황/난처, 없음	감동/감탄, 당황/난처, 부담/안_내킴, 어이없음, 짜증, 한심함, 불평/불만	부담/안_내킴, 불평/불만, 안타까움/실망	감동/감탄, 존경	당황/난처, 놀람
6228	418	두 발을 구르며,		바다의 찬가	임화	기대감	기대감, 기쁨, 당황/난처, 불안/걱정, 즐거움/신남, 화남/분노	기대감, 기쁨, 즐거움/신남	비장함, 환영/호의, 즐거움/신남	기대감, 불안/걱정
6229	418	동동걸음을 치고,		바다의 찬가	임화	불안/걱정, 당황/난처	불안/걱정, 서러움, 당황/난처	놀람, 당황/난처, 부담/안_내킴	기대감, 기쁨, 즐거움/신남, 환영/호의	놀람, 당황/난처, 불안/걱정
6230	418	나는		바다의 찬가	임화	없음	비장함, 없음	없음	비장함	비장함
6231	418	번개 불에		바다의 찬가	임화	놀람, 당황/난처, 신기함/관심, 없음	놀람, 불안/걱정	없음	공포/무서움, 놀람, 비장함, 존경	놀람, 신기함/관심
6232	418	놀라 날치는		바다의 찬가	임화	놀람, 신기함/관심, 불쌍함/연민	놀람, 신기함/관심, 불쌍함/연민	놀람, 신기함/관심	놀람, 깨달음, 당황/난처, 부담/안_내킴	놀람, 당황/난처
6233	418	고기 뱃바닥의		바다의 찬가	임화	신기함/관심, 불쌍함/연민	신기함/관심, 없음, 불안/걱정	없음	감동/감탄, 기쁨, 기대감, 환영/호의	신기함/관심, 아껴주는
6234	418	비늘을 세고		바다의 찬가	임화	불안/걱정, 의심/불신, 신기함/관심, 기대감, 없음	신기함/관심, 경악, 의심/불신	없음	비장함, 없음	뿌듯함
6235	418	바다야!		바다의 찬가	임화	아껴주는, 기대감, 환영/호의	아껴주는, 안심/신뢰, 흐뭇함(귀여움/예쁨), 환영/호의, 편안/쾌적, 행복	기대감, 기쁨, 신기함/관심	감동/감탄, 기쁨, 기대감	감동/감탄, 존경
6236	418	x (너의)		바다의 찬가	임화	없음, 신기함/관심	슬픔, 아껴주는, 없음	없음	불쌍함/연민, 슬픔, 아껴주는, 서러움	없음
6237	418	x (가슴에는)		바다의 찬가	임화	없음	공포/무서움, 불안/걱정, 의심/불신, 경악, 없음	없음	없음	없음
6238	418	x (사상이 들었느냐)		바다의 찬가	임화	신기함/관심, 놀람, 깨달음	기대감, 비장함, 서러움, 신기함/관심, 불안/걱정, 안심/신뢰, 의심/불신	없음	없음	당황/난처
6239	418	시인의 입에		바다의 찬가	임화	신기함/관심, 기대감, 비장함	기대감, 깨달음, 감동/감탄, 놀람, 신기함/관심, 서러움, 슬픔	없음	감동/감탄, 기대감, 기쁨	기대감
6240	418	마이크 대신		바다의 찬가	임화	안타까움/실망, 기대감, 없음	불쌍함/연민, 힘듦/지침	없음	당황/난처, 불안/걱정	비장함, 기대감
6241	418	재갈이 물려질 때,		바다의 찬가	임화	화남/분노, 서러움, 공포/무서움, 부담/안_내킴, 절망, 힘듦/지침, 당황/난처	패배/자기혐오, 화남/분노, 공포/무서움, 부담/안_내킴, 불안/걱정, 증오/혐오	공포/무서움, 당황/난처, 부담/안_내킴, 안타까움/실망	공포/무서움, 경악, 당황/난처, 부담/안_내킴, 불안/걱정	놀람, 공포/무서움, 당황/난처, 불안/걱정, 패배/자기혐오
6242	418	노래하는 열정이		바다의 찬가	임화	감동/감탄, 신기함/관심, 놀람, 환영/호의, 존경	감동/감탄, 기대감, 기쁨, 아껴주는, 흐뭇함(귀여움/예쁨)	기대감, 기쁨, 뿌듯함	감동/감탄, 기쁨, 즐거움/신남, 행복	감동/감탄, 신기함/관심, 존경
6243	418	침묵 가운데		바다의 찬가	임화	의심/불신, 불안/걱정, 비장함, 깨달음, 편안/쾌적	당황/난처, 불안/걱정, 재미없음	부담/안_내킴, 안타까움/실망	불안/걱정, 비장함	신기함/관심
6244	418	최후를 의탁할 때,		바다의 찬가	임화	비장함, 기대감, 깨달음	비장함, 기대감, 뿌듯함, 슬픔, 안심/신뢰, 존경	비장함, 불안/걱정	깨달음, 비장함	비장함, 기대감, 안심/신뢰
6245	418	너는 몸부림치는		바다의 찬가	임화	공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정, 서러움, 불쌍함/연민	불쌍함/연민, 슬픔, 신기함/관심, 아껴주는	부담/안_내킴, 불쌍함/연민, 안타까움/실망	불쌍함/연민, 불평/불만, 슬픔	불쌍함/연민, 불안/걱정
6246	418	육체의 곡조를		바다의 찬가	임화	비장함, 서러움, 슬픔	비장함, 불쌍함/연민, 신기함/관심, 없음	놀람, 감동/감탄	감동/감탄, 기쁨, 아껴주는, 불쌍함/연민	깨달음, 감동/감탄
6247	418	반주해라.		바다의 찬가	임화	비장함, 기대감	기대감, 비장함	없음	감동/감탄, 비장함	아껴주는, 재미없음
6248	419	전차도 커지고,		상륙	임화	신기함/관심, 없음	공포/무서움, 불안/걱정, 부담/안_내킴	놀람, 부담/안_내킴	부담/안_내킴, 불안/걱정, 당황/난처	놀람, 당황/난처, 신기함/관심
6249	419	자동차도 새로워지고,		상륙	임화	기대감, 즐거움/신남, 기쁨, 깨달음, 신기함/관심, 안심/신뢰, 감동/감탄	기쁨, 뿌듯함, 환영/호의, 즐거움/신남, 신기함/관심, 불안/걱정, 기대감, 감동/감탄	없음	놀람, 깨달음, 신기함/관심, 환영/호의	놀람, 신기함/관심
6250	419	삼층 사층 양실들이 곱다란		상륙	임화	흐뭇함(귀여움/예쁨), 신기함/관심	감동/감탄, 신기함/관심, 흐뭇함(귀여움/예쁨)	놀람, 신기함/관심	감동/감탄	감동/감탄, 흐뭇함(귀여움/예쁨), 기대감, 기쁨
6251	419	이 넓은 길이 어디로 통하는가?		상륙	임화	불안/걱정, 의심/불신, 기대감, 신기함/관심	불안/걱정, 기대감, 신기함/관심, 놀람, 부담/안_내킴, 의심/불신	불안/걱정, 의심/불신	불안/걱정, 의심/불신, 힘듦/지침	기대감, 신기함/관심
6252	419	정신을 차려라……		상륙	임화	한심함, 당황/난처, 불안/걱정, 안타까움/실망, 지긋지긋	한심함, 힘듦/지침, 짜증, 지긋지긋, 서러움, 어이없음, 안타까움/실망, 불쌍함/연민, 귀찮음, 우쭐댐/무시함	부담/안_내킴, 불평/불만, 안타까움/실망	경악, 불안/걱정, 안타까움/실망, 당황/난처, 힘듦/지침	한심함, 짜증, 패배/자기혐오
6253	419	클랙슨이 먼지를 풍기며 노호(怒呼)한다.		상륙	임화	놀람, 비장함, 화남/분노, 공포/무서움, 신기함/관심	놀람, 공포/무서움, 화남/분노	놀람, 당황/난처, 부담/안_내킴	경악, 공포/무서움, 부담/안_내킴, 불평/불만, 화남/분노, 증오/혐오	놀람, 당황/난처
6254	419	인제 부산도 옛 포구가 아니다.		상륙	임화	놀람, 비장함, 신기함/관심, 안타까움/실망, 감동/감탄, 당황/난처	안타까움/실망, 놀람, 감동/감탄, 신기함/관심	불평/불만, 서러움, 안타까움/실망	놀람, 당황/난처, 불안/걱정, 불평/불만, 슬픔, 안타까움/실망	깨달음, 안타까움/실망
6255	419	트럭이 지냈는가 하면,		상륙	임화	당황/난처, 놀람, 신기함/관심, 지긋지긋, 부담/안_내킴, 불안/걱정	신기함/관심, 불안/걱정, 기대감	없음	힘듦/지침, 불안/걱정, 부담/안_내킴, 의심/불신	신기함/관심
6256	419	자동차들이 벌떼처럼 달려든다.		상륙	임화	공포/무서움, 당황/난처, 부담/안_내킴, 짜증, 경악, 놀람, 지긋지긋	경악, 공포/무서움, 놀람, 당황/난처, 부담/안_내킴, 불안/걱정	부담/안_내킴, 불평/불만, 힘듦/지침	경악, 공포/무서움, 부담/안_내킴, 불안/걱정, 증오/혐오	경악, 공포/무서움, 놀람, 당황/난처
6257	419	스톱! 하늘엔 여객기의 통과다.		상륙	임화	놀람, 감동/감탄, 신기함/관심, 비장함	당황/난처, 놀람, 기대감, 불안/걱정, 비장함	불안/걱정, 부담/안_내킴	놀람, 불안/걱정	놀람, 경악, 짜증
6258	419	정녕 나는 연락선에서 들고 내린,		상륙	임화	깨달음, 당황/난처, 불안/걱정, 비장함	당황/난처, 불안/걱정, 의심/불신, 죄책감	안타까움/실망	불안/걱정, 부담/안_내킴, 슬픔	어이없음, 의심/불신
6259	419	묵은 가방을 털어보아야 할까보다.		상륙	임화	불안/걱정, 당황/난처, 부담/안_내킴, 불평/불만	귀찮음, 당황/난처, 부담/안_내킴, 지긋지긋	기대감, 부담/안_내킴	안타까움/실망, 슬픔, 힘듦/지침	부담/안_내킴, 불안/걱정
6260	419	몇 해 전 가지고 건너갔던		상륙	임화	기대감, 신기함/관심, 없음	깨달음, 당황/난처, 기대감, 불안/걱정, 불평/불만, 서러움, 신기함/관심, 안타까움/실망	신기함/관심, 안타까움/실망	비장함, 불안/걱정, 힘듦/지침	깨달음, 기대감
6261	419	때 묻은 선입견이 남은 모양이다.		상륙	임화	슬픔, 서러움, 깨달음, 불안/걱정, 불평/불만, 의심/불신, 패배/자기혐오, 당황/난처	깨달음, 한심함, 불평/불만, 부끄러움, 서러움, 안타까움/실망, 의심/불신, 지긋지긋	의심/불신, 짜증	경악, 불안/걱정, 불평/불만, 부담/안_내킴, 의심/불신, 안타까움/실망	깨달음, 놀람, 당황/난처
6262	419	부두의 딸가닥 소리가 사람들을 놀랜 것은 벌써 옛 목가(牧歌)로구나.		상륙	임화	깨달음, 신기함/관심, 놀람, 기대감	놀람, 깨달음, 서러움, 슬픔, 안타까움/실망, 불안/걱정	놀람, 당황/난처	놀람, 부담/안_내킴, 안타까움/실망, 서러움	깨달음, 신기함/관심, 흐뭇함(귀여움/예쁨)
6263	419	내가 입고 자란 옷,		상륙	임화	고마움, 깨달음, 안심/신뢰, 환영/호의	고마움, 불쌍함/연민, 신기함/관심, 안심/신뢰, 존경, 편안/쾌적, 행복, 흐뭇함(귀여움/예쁨)	불쌍함/연민, 기대감, 신기함/관심, 안타까움/실망	아껴주는, 안심/신뢰, 편안/쾌적	신기함/관심, 흐뭇함(귀여움/예쁨), 편안/쾌적, 행복, 환영/호의
6264	419	주절대고 큰 말소린		상륙	임화	지긋지긋, 놀람, 당황/난처	귀찮음, 짜증, 증오/혐오, 불평/불만	지긋지긋, 짜증	부담/안_내킴, 증오/혐오, 한심함	지긋지긋, 짜증
6265	419	하나도 찾을 길이 없다.		상륙	임화	안타까움/실망, 불안/걱정, 절망, 당황/난처, 패배/자기혐오	절망, 패배/자기혐오, 불안/걱정, 불평/불만, 당황/난처, 안타까움/실망, 서러움, 짜증, 공포/무서움	당황/난처, 부담/안_내킴, 불안/걱정, 안타까움/실망, 경악	불안/걱정, 슬픔, 안타까움/실망, 절망	당황/난처, 안타까움/실망, 힘듦/지침, 패배/자기혐오
6266	419	나는 고향에 돌아온 것 같지도 않고,		상륙	임화	안타까움/실망, 당황/난처, 부담/안_내킴, 슬픔, 힘듦/지침	불평/불만, 서러움, 안타까움/실망, 패배/자기혐오, 당황/난처	당황/난처, 부담/안_내킴, 불평/불만, 안타까움/실망	부담/안_내킴, 슬픔, 불안/걱정, 힘듦/지침	당황/난처, 슬픔, 안타까움/실망, 의심/불신, 절망, 힘듦/지침
6267	419	아, 고향아!		상륙	임화	기대감, 아껴주는, 감동/감탄	감동/감탄, 서러움, 슬픔, 아껴주는	기대감, 기쁨, 불쌍함/연민, 안타까움/실망, 놀람	감동/감탄, 아껴주는	기대감, 고마움, 감동/감탄
6268	419	너는 그 동안 자랐느냐? 늙었느냐?		상륙	임화	기대감, 불안/걱정, 불쌍함/연민, 환영/호의, 놀람, 아껴주는, 기쁨	기대감, 의심/불신, 불안/걱정, 한심함	놀람	신기함/관심, 불쌍함/연민, 슬픔, 환영/호의	신기함/관심, 의심/불신
6269	419	외방 말과 새로운 맵시는 어느 때 익혔느냐?		상륙	임화	놀람, 신기함/관심, 감동/감탄, 기대감, 환영/호의	놀람, 신기함/관심, 의심/불신, 감동/감탄	놀람, 당황/난처, 의심/불신	부담/안_내킴, 불평/불만, 안타까움/실망, 불안/걱정	당황/난처, 놀람, 신기함/관심, 의심/불신
6270	419	벌렸다 다물고, 다물었다 벌리는,		상륙	임화	공포/무서움, 신기함/관심	공포/무서움, 불안/걱정	신기함/관심	경악, 불안/걱정, 불평/불만	신기함/관심, 놀람
6271	419	강철 개폐교(開閉橋) 이빨 새에		상륙	임화	공포/무서움, 경악, 놀람, 의심/불신	공포/무서움, 불안/걱정, 증오/혐오	신기함/관심	경악, 불안/걱정, 슬픔, 힘듦/지침	공포/무서움, 신기함/관심
6272	419	낡은 포구의 이야기와 꿈은,		상륙	임화	기대감, 환영/호의, 아껴주는, 안타까움/실망, 슬픔	슬픔, 불쌍함/연민, 신기함/관심, 아껴주는	기대감, 기쁨, 뿌듯함	아껴주는, 편안/쾌적, 슬픔	감동/감탄, 기대감, 편안/쾌적, 행복, 기쁨, 아껴주는
6273	419	이미 깨어진 지 오래리라만,		상륙	임화	안타까움/실망, 불안/걱정, 깨달음, 슬픔, 기대감, 패배/자기혐오, 죄책감	서러움, 슬픔, 안타까움/실망, 부담/안_내킴, 불평/불만, 의심/불신, 죄책감, 패배/자기혐오, 지긋지긋	부담/안_내킴, 당황/난처, 안타까움/실망	불안/걱정, 비장함, 서러움, 힘듦/지침	패배/자기혐오, 부담/안_내킴
6274	419	그렇다고 나는 저 산 위 올망졸망한,		상륙	임화	비장함, 우쭐댐/무시함, 안타까움/실망, 의심/불신, 불평/불만, 불안/걱정, 서러움, 불쌍함/연민	흐뭇함(귀여움/예쁨), 신기함/관심, 기대감	기대감, 기쁨, 신기함/관심	슬픔, 아껴주는, 안심/신뢰, 행복, 편안/쾌적	부담/안_내킴, 의심/불신, 어이없음
6275	419	오막들의 고달픈 신음 속에,		상륙	임화	안타까움/실망, 서러움, 슬픔, 불쌍함/연민, 절망, 비장함	불쌍함/연민, 서러움, 슬픔, 힘듦/지침, 아껴주는, 죄책감, 불안/걱정	불쌍함/연민, 불안/걱정, 서러움, 안타까움/실망	경악, 공포/무서움, 서러움, 슬픔	경악, 공포/무서움, 놀람, 불쌍함/연민, 불안/걱정, 안타까움/실망
6276	419	구태여 옛 노래를 듣자 원하진 않는다.		상륙	임화	비장함, 안타까움/실망, 부담/안_내킴, 지긋지긋	서러움, 슬픔, 귀찮음, 재미없음, 지긋지긋, 우쭐댐/무시함, 불쌍함/연민	부담/안_내킴	부담/안_내킴	부담/안_내킴, 당황/난처
6277	419	나의 귀는 신음과 슬픈 노래에 너무나 찌들었다.		상륙	임화	슬픔, 서러움, 지긋지긋, 짜증, 힘듦/지침, 절망	패배/자기혐오, 지긋지긋, 서러움, 슬픔, 부담/안_내킴, 불쌍함/연민, 힘듦/지침	부담/안_내킴, 불쌍함/연민, 서러움, 슬픔, 안타까움/실망	경악, 서러움, 슬픔, 불평/불만, 힘듦/지침, 절망	힘듦/지침, 공포/무서움, 슬픔, 지긋지긋
6278	419	비록 오는 날,		상륙	임화	환영/호의, 기쁨, 비장함, 아껴주는, 슬픔, 깨달음	안타까움/실망, 불안/걱정, 기대감, 서러움, 환영/호의	부담/안_내킴, 안타까움/실망	기대감, 비장함, 불안/걱정	기대감
6279	419	나의 조상들의 외로운 혼령이		상륙	임화	아껴주는, 불쌍함/연민, 깨달음, 존경, 슬픔, 서러움, 환영/호의	불쌍함/연민, 불안/걱정, 서러움, 슬픔, 안타까움/실망	불쌍함/연민, 서러움, 안타까움/실망	당황/난처, 서러움, 슬픔, 힘듦/지침	불쌍함/연민, 서러움, 안타까움/실망, 존경
6280	419	잠시 머무를 한낱 돌이나 나무가 없고,		상륙	임화	불안/걱정, 슬픔, 안타까움/실망, 당황/난처, 부담/안_내킴, 불평/불만, 힘듦/지침, 절망	서러움, 슬픔, 안타까움/실망, 당황/난처, 불안/걱정, 짜증, 불평/불만	당황/난처, 부담/안_내킴, 불안/걱정, 안타까움/실망	경악, 공포/무서움, 당황/난처, 깨달음, 불안/걱정, 절망	힘듦/지침, 당황/난처, 불안/걱정
6281	419	늘비한 굴뚝이 토하는 연기와 그을음에,		상륙	임화	놀람, 경악, 공포/무서움, 불안/걱정, 부담/안_내킴, 당황/난처, 지긋지긋	당황/난처, 부담/안_내킴, 불안/걱정, 불평/불만, 증오/혐오, 짜증	부담/안_내킴, 불평/불만	불안/걱정, 불평/불만, 안타까움/실망	신기함/관심, 놀람
6282	419	흰 모래밭과 맑은 하늘이		상륙	임화	감동/감탄, 기대감, 기쁨, 신기함/관심, 흐뭇함(귀여움/예쁨)	감동/감탄, 기쁨, 아껴주는, 신기함/관심, 환영/호의, 흐뭇함(귀여움/예쁨), 편안/쾌적, 행복	기대감, 기쁨, 신기함/관심	감동/감탄, 기쁨, 즐거움/신남, 편안/쾌적, 행복	감동/감탄, 신기함/관심
6283	419	기름걸레처럼 더러워진다 해도,		상륙	임화	비장함, 당황/난처	귀찮음, 부담/안_내킴, 비장함, 서러움, 지긋지긋	당황/난처, 부담/안_내킴, 불안/걱정, 불평/불만, 안타까움/실망, 기대감	슬픔, 절망	비장함, 부담/안_내킴
6284	419	아아, 나는 새 시대의 맥박이 높이 뛰는 이 하늘 아래 살고 싶다.		상륙	임화	슬픔, 안타까움/실망, 서러움, 기대감, 비장함, 절망, 감동/감탄	비장함, 서러움, 슬픔, 기대감, 부끄러움, 안타까움/실망, 지긋지긋, 절망	기대감, 비장함, 뿌듯함	기대감, 비장함, 슬픔	기대감, 비장함, 불평/불만
6285	419	연기들은 바람에 날리면서도,		상륙	임화	신기함/관심, 안타까움/실망, 서러움, 없음	기대감, 불안/걱정	신기함/관심	불안/걱정, 힘듦/지침	감동/감탄, 신기함/관심
6286	419	끝내 위로 높이만 오르는		상륙	임화	불안/걱정, 감동/감탄, 존경, 기대감	감동/감탄, 불쌍함/연민, 불안/걱정, 안타까움/실망	불안/걱정, 신기함/관심	기대감, 비장함	감동/감탄, 놀람, 존경
6287	419	저 하늘 한복판에,		상륙	임화	감동/감탄, 기대감, 흐뭇함(귀여움/예쁨)	감동/감탄, 편안/쾌적, 환영/호의, 신기함/관심	기대감, 기쁨, 신기함/관심	기대감, 기쁨, 비장함	감동/감탄, 기대감
6288	419	나는 오는 날의 큰 별을 바라본다.		상륙	임화	기대감, 신기함/관심, 비장함, 아껴주는, 존경	비장함, 기대감, 존경, 감동/감탄, 환영/호의, 안심/신뢰, 슬픔	기대감, 기쁨, 뿌듯함, 환영/호의	환영/호의, 즐거움/신남, 존경, 기대감, 기쁨	환영/호의, 감동/감탄, 신기함/관심, 기대감, 기쁨
6289	419	행인들아!		상륙	임화	환영/호의, 신기함/관심, 아껴주는, 불쌍함/연민	의심/불신, 불안/걱정, 서러움, 없음	놀람	경악, 비장함	기대감, 신기함/관심, 아껴주는, 즐거움/신남
6290	419	그대들은 이 포구의 흰 모래가		상륙	임화	신기함/관심, 비장함, 기대감, 깨달음, 아껴주는	비장함, 기대감, 신기함/관심, 흐뭇함(귀여움/예쁨)	신기함/관심	없음	신기함/관심, 감동/감탄, 흐뭇함(귀여움/예쁨), 아껴주는
6291	419	시커멓게 변한 위대한 내력을 아는가?		상륙	임화	비장함, 존경, 공포/무서움, 불안/걱정	존경, 화남/분노, 서러움, 절망, 패배/자기혐오, 안타까움/실망, 슬픔	놀람, 부담/안_내킴, 의심/불신	경악, 비장함, 당황/난처, 부담/안_내킴	의심/불신, 신기함/관심
6292	419	나는 제군들 모두의 손을 잡고,		상륙	임화	아껴주는, 비장함	기대감, 불안/걱정, 비장함, 아껴주는	불안/걱정, 부담/안_내킴, 슬픔, 없음	감동/감탄, 비장함, 기대감	비장함, 기대감, 뿌듯함, 아껴주는
6293	419	아, 친애의 정을 베풀고 싶다.		상륙	임화	아껴주는, 기대감, 환영/호의, 신기함/관심, 흐뭇함(귀여움/예쁨)	기대감, 깨달음, 아껴주는, 환영/호의	기대감, 기쁨, 아껴주는	감동/감탄, 아껴주는, 흐뭇함(귀여움/예쁨), 기대감	아껴주는, 불쌍함/연민
6294	419	일찍이 저 시커먼 큰 건물들은,		상륙	임화	의심/불신, 불안/걱정, 공포/무서움, 증오/혐오	지긋지긋, 증오/혐오, 화남/분노, 의심/불신, 부담/안_내킴, 불평/불만, 불안/걱정	부담/안_내킴, 공포/무서움	경악, 공포/무서움, 불안/걱정, 의심/불신, 증오/혐오	경악, 공포/무서움, 증오/혐오, 지긋지긋
6295	419	제군들의 운명을 고쳤으나,		상륙	임화	불안/걱정, 아껴주는, 불쌍함/연민	불쌍함/연민, 비장함, 아껴주는, 불안/걱정, 뿌듯함, 기대감	부담/안_내킴, 불안/걱정, 안타까움/실망	비장함, 뿌듯함, 불안/걱정	뿌듯함, 비장함
6296	419	이내 제군들이 아름다운 항만의 운명을 개척할 새 심장이,		상륙	임화	비장함, 아껴주는, 기대감, 환영/호의, 존경, 감동/감탄	기대감, 기쁨, 비장함, 뿌듯함, 아껴주는, 안심/신뢰, 즐거움/신남, 환영/호의	기대감, 기쁨, 뿌듯함	감동/감탄, 기대감, 비장함, 환영/호의	존경, 기대감, 감동/감탄
6297	419	또한 저 자욱한 건물들 속에서 만들어짐은 즐거웁지 않으냐.		상륙	임화	신기함/관심, 우쭐댐/무시함, 기대감, 즐거움/신남, 환영/호의, 뿌듯함	신기함/관심, 즐거움/신남, 불안/걱정	부담/안_내킴, 우쭐댐/무시함, 증오/혐오, 지긋지긋	기대감, 기쁨, 즐거움/신남, 환영/호의, 흐뭇함(귀여움/예쁨)	깨달음, 기쁨, 즐거움/신남
6298	419	나의 고향은 이제야, 대륙의 명예를 이을 미더운 아들을 낳았구나.		상륙	임화	깨달음, 감동/감탄, 고마움, 안심/신뢰, 뿌듯함, 아껴주는, 환영/호의, 기쁨, 기대감, 비장함	깨달음, 서러움, 불쌍함/연민, 슬픔, 신기함/관심, 아껴주는, 안타까움/실망, 뿌듯함, 놀람	기대감, 기쁨, 뿌듯함, 즐거움/신남	당황/난처, 놀람, 힘듦/지침	기대감, 고마움, 감동/감탄, 즐거움/신남, 안심/신뢰, 흐뭇함(귀여움/예쁨), 행복, 기쁨
6299	419	바다에는 기폭으로 아로새긴 만국지도,		상륙	임화	비장함, 신기함/관심, 감동/감탄, 존경, 깨달음	감동/감탄, 신기함/관심, 환영/호의	신기함/관심	비장함, 기대감, 불안/걱정	신기함/관심, 감동/감탄
6300	419	거리엔 새 시대의 왕자 금속들의 비비대는 소리.		상륙	임화	신기함/관심, 기대감, 환영/호의, 즐거움/신남	경악, 놀람, 불안/걱정, 기대감, 신기함/관심, 의심/불신	부담/안_내킴, 신기함/관심, 불안/걱정	불안/걱정, 의심/불신	신기함/관심, 놀람
6301	419	목도(牧島) 앞뒤엔 여명이 활개를 치고 일어나는 고동 소리,		상륙	임화	기대감, 신기함/관심, 놀람, 감동/감탄	감동/감탄, 기대감, 비장함, 신기함/관심, 편안/쾌적, 환영/호의	놀람, 기대감, 기쁨, 신기함/관심	감동/감탄, 기대감, 기쁨	깨달음, 놀람, 신기함/관심, 감동/감탄
6302	419	이따금 현해 바다가 멀리서		상륙	임화	신기함/관심, 기대감	신기함/관심, 놀람, 불안/걱정	기대감, 신기함/관심	감동/감탄, 기대감, 깨달음	기대감, 신기함/관심
6303	419	사자처럼 고함치며 달려오고……		상륙	임화	공포/무서움, 당황/난처, 패배/자기혐오	공포/무서움, 경악, 당황/난처, 불안/걱정	공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정, 절망	경악, 공포/무서움, 놀람	경악, 공포/무서움, 놀람, 당황/난처
6304	419	바야흐로 신세기의 화려한 축제다.		상륙	임화	감동/감탄, 기대감, 즐거움/신남, 우쭐댐/무시함, 기쁨, 신기함/관심	감동/감탄, 기대감, 놀람, 즐거움/신남, 환영/호의	감동/감탄, 기대감, 기쁨, 신기함/관심	감동/감탄, 기쁨, 즐거움/신남, 행복	감동/감탄, 기대감, 기쁨, 즐거움/신남, 행복, 환영/호의
6305	419	누가 이 새 고향의 찬미가를 부를 것이냐?		상륙	임화	의심/불신, 부담/안_내킴, 한심함, 불평/불만, 화남/분노, 패배/자기혐오	기쁨, 기대감, 환영/호의, 존경, 흐뭇함(귀여움/예쁨), 즐거움/신남, 아껴주는, 뿌듯함	기대감, 불쌍함/연민, 안타까움/실망	감동/감탄, 기대감, 즐거움/신남, 행복	기대감, 의심/불신
6306	419	교향악의 새 곡조를 익힌 악기는 어느 곳에 준비되었는가?		상륙	임화	기대감, 신기함/관심, 즐거움/신남	기쁨, 기대감, 즐거움/신남	당황/난처, 우쭐댐/무시함, 의심/불신	감동/감탄, 신기함/관심, 아껴주는, 안심/신뢰, 존경	기대감, 즐거움/신남
6307	419	대양, 대양, 대양,		상륙	임화	비장함, 감동/감탄, 존경, 아껴주는, 환영/호의	감동/감탄, 기대감, 놀람, 비장함, 환영/호의, 신기함/관심	기대감, 신기함/관심	감동/감탄, 기대감, 기쁨, 환영/호의, 즐거움/신남	기대감
6308	419	실로 대양의 파도만이 새 시대가 걸어가는		상륙	임화	기대감, 비장함, 존경, 깨달음, 환영/호의, 감동/감탄	기대감, 불안/걱정, 비장함, 감동/감탄, 깨달음	기대감, 기쁨, 감동/감탄, 뿌듯함	감동/감탄, 기대감, 비장함, 즐거움/신남	감동/감탄, 기대감, 존경
6309	419	장엄한 발자취에 행진곡을 맞추리라.		상륙	임화	비장함, 즐거움/신남, 기대감, 환영/호의	비장함, 뿌듯함, 아껴주는, 안심/신뢰, 즐거움/신남, 기대감, 기쁨	기대감, 기쁨, 뿌듯함, 비장함	비장함, 뿌듯함	비장함, 뿌듯함
6310	420	사랑하는 우리 오빠 어저께 그만 그렇게 위하시던 오빠의 거북무늬 질화로가 깨어졌어요		우리 오빠와 화로	임화	아껴주는, 안타까움/실망, 놀람, 당황/난처, 경악, 슬픔, 죄책감, 깨달음	아껴주는, 서러움, 슬픔, 죄책감, 당황/난처, 불안/걱정, 안타까움/실망	당황/난처, 부담/안_내킴, 불쌍함/연민, 불안/걱정, 서러움, 안타까움/실망, 존경	당황/난처, 불안/걱정, 안타까움/실망	경악, 놀람, 불쌍함/연민, 불안/걱정, 슬픔, 안타까움/실망
6311	420	언제나 오빠가 우리들의 「피오닐」 조그만 기수라 부르는 영남(永男)이가		우리 오빠와 화로	임화	아껴주는, 기대감, 환영/호의, 흐뭇함(귀여움/예쁨), 뿌듯함	흐뭇함(귀여움/예쁨), 아껴주는, 기대감, 불안/걱정	불쌍함/연민, 부담/안_내킴, 불안/걱정, 없음	신기함/관심, 아껴주는, 흐뭇함(귀여움/예쁨), 환영/호의	아껴주는, 흐뭇함(귀여움/예쁨)
6312	420	지구에 해가 비친 하루의 모―든 시간을 담배의 독기 속에다		우리 오빠와 화로	임화	비장함, 서러움, 절망, 패배/자기혐오, 슬픔, 불안/걱정	당황/난처, 부담/안_내킴, 불평/불만, 안타까움/실망, 증오/혐오, 지긋지긋, 한심함, 힘듦/지침, 서러움, 불쌍함/연민	당황/난처, 부담/안_내킴, 불평/불만	경악, 부담/안_내킴, 불평/불만, 절망, 증오/혐오	비장함, 힘듦/지침
